CUENTA : 8328	 RFC INCORRECTO 
CUENTA : 7697	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7702	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 7704	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7716	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7718	 EL RFC NO ES VALIDO
CUENTA : 7728	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 7736	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7749	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 7795	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7809	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7844	 EL ESTADO NO ES VALIDO
CUENTA : 7862	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7882	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 7886	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7887	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 7888	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 7910	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 7933	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7937	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 7956	 EL RFC NO ES VALIDO
CUENTA : 7981	 EL ESTADO NO ES VALIDO
CUENTA : 7983	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7986	 EL ESTADO NO ES VALIDO
CUENTA : 7987	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7990	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 7994	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 7996	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 8011	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8013	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 8022	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 8037	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8060	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8072	 EL ESTADO NO ES VALIDO
CUENTA : 8079	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8082	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8085	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8094	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8097	 EL ESTADO NO ES VALIDO
CUENTA : 8098	 EL ESTADO NO ES VALIDO
CUENTA : 8104	 EL ESTADO NO ES VALIDO
CUENTA : 8112	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 8132	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8135	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8150	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8153	 EL ESTADO NO ES VALIDO
CUENTA : 8155	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8168	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8172	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8186	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8189	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8214	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8218	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8225	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 8250	 EL ESTADO NO ES VALIDO
CUENTA : 8256	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 8270	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8274	 EL ESTADO NO ES VALIDO
CUENTA : 8277	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 8282	 EL RFC NO ES VALIDO
CUENTA : 8297	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 8303	 EL RFC NO ES VALIDO
CUENTA : 8344	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8378	 EL ESTADO NO ES VALIDO
CUENTA : 8379	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8381	 EL ESTADO NO ES VALIDO
CUENTA : 8392	 EL RFC NO ES VALIDO
CUENTA : 8409	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8442	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8448	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8457	 EL ESTADO NO ES VALIDO
CUENTA : 8463	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8464	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8488	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8496	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8499	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8514	 EL ESTADO NO ES VALIDO
CUENTA : 8537	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8547	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8554	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8575	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8580	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8581	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8584	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8604	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8606	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8615	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8622	 NOMBRE NO ES VALIDO
CUENTA : 8623	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8640	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8661	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 8683	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8690	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 8694	 NOMBRE NO ES VALIDO
CUENTA : 8700	 EL RFC NO ES VALIDO
CUENTA : 8704	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8731	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8732	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8736	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8759	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8760	 NOMBRE NO ES VALIDO
CUENTA : 8767	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8775	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 8780	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8786	 EL ESTADO NO ES VALIDO
CUENTA : 8817	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8822	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8835	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8839	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 8843	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8848	 NOMBRE NO ES VALIDO
CUENTA : 8851	 NOMBRE NO ES VALIDO
CUENTA : 8858	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8863	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8866	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8876	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8904	 EL ESTADO NO ES VALIDO
CUENTA : 8905	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8915	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8923	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8924	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 8930	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8941	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 8944	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 8948	 EL CAMPO FECHA DE APERTURA DE CUENTA ESTA VACIO
CUENTA : 8958	 EL ESTADO NO ES VALIDO
CUENTA : 8976	 EL RFC NO ES VALIDO
CUENTA : 8993	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9005	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9013	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9015	 EL ESTADO NO ES VALIDO
CUENTA : 9036	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 9043	 EL ESTADO NO ES VALIDO
CUENTA : 9048	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9059	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 9062	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 9068	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9069	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 9078	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9081	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9092	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9093	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9100	 EL CAMPO FECHA ULTIMO PAGO ESTA VACIO
CUENTA : 9110	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9111	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9116	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9117	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9119	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9124	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9128	 EL RFC NO ES VALIDO
CUENTA : 9135	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 9138	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9141	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9151	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9157	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9161	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9164	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9166	 EL ESTADO NO ES VALIDO
CUENTA : 9196	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9202	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9206	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 9218	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9219	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9222	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9225	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9235	 EL ESTADO NO ES VALIDO
CUENTA : 9257	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9269	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9277	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9296	 EL ESTADO NO ES VALIDO
CUENTA : 9301	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9307	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9309	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9313	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9328	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 9330	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 9336	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9349	 EL ESTADO NO ES VALIDO
CUENTA : 9352	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9374	 EL CAMPO FECHA ULTIMO PAGO ESTA VACIO
CUENTA : 9378	 EL CAMPO FECHA ULTIMO PAGO ESTA VACIO
CUENTA : 9386	 EL CAMPO FECHA ULTIMO PAGO ESTA VACIO
CUENTA : 9395	 EL CAMPO FECHA ULTIMO PAGO ESTA VACIO
CUENTA : 9407	 EL RFC NO ES VALIDO
CUENTA : 9412	 EL CAMPO FECHA ULTIMO PAGO ESTA VACIO
CUENTA : 9416	 EL ESTADO NO ES VALIDO
CUENTA : 9456	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9465	 EL APELLIDO MATERNO NO ES VALIDO
CUENTA : 9485	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9493	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9498	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9514	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9620	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9723	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9729	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 9738	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9756	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9771	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9782	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9874	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9898	 EL APELLIDO PATERNO NO ES VALIDO
CUENTA : 9903	 CONTIENE UN CARACTER NO VALIDO EN EL CAMPO 
CUENTA : 9911	 EL CODIGO POSTAL NO ES VALIDO
CUENTA : 9935	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9989	 EL APELLIDO DEBE CONTENER MAS DE 2 CARACTERES
CUENTA : 9997	 EL ESTADO NO ES VALIDO
CUENTA : 9999	 EL RFC NO ES VALIDO
